  8.9029555912113399E-15   1.5008578187121793E-15   8.7939080508380035E-15   1.4693352869750747E-14   2.3900848120202774E-15   5.8775544348499308E-14   1.3240729463025600E-13   1.2812523535730240E-13   1.1569381941919403E-14   9.1790155912799727E-13   1.5387745956766600E-11   3.6562283427995389E-15   3.9050994005584159E-10   1.1830761594293594E-12   6.9547711929738658E-14   2.9080188226076875E-12   3.6154739794645628E-12   1.4478379548009695E-13   2.1283278136090067E-13   1.1105028676541289E-12   3.1282003536867050E-13   1.0108024135791153E-15   4.8147990285771279E-15   1.1241217058028693E-14   4.4696073825079289E-11   3.1934654159835653E-10   6.3605269781685294E-11   3.0927526403887481E-11   1.3298048603430499E-11   2.4673669876604519E-09   2.9285657906240594E-11   5.3041195574875840E-11   4.8542521092910698E-09   1.8452991025723936E-10   9.8255374098597112E-09   4.7357428742553037E-11   1.6516004012786989E-11   3.0592646923798284E-11   1.6488179850420399E-09   4.4835056779239822E-11   5.7102648052361549E-12   1.1751753281039130E-10   8.8322664548648269E-08   3.0824128590673458E-09   1.8518828178486124E-11   2.2652885400053672E-11   2.5039269283954880E-11   1.4668142065610840E-09   4.6754276380049922E-10   5.8722541067430928E-11   1.0239317796685780E-11   2.8374603503232757E-11   2.1719432268669958E-11   6.6494310454931076E-11   3.2316676829733998E-09   6.7314071213803945E-09   1.9941873917149564E-11   3.6213033608882753E-09   4.8508867378822459E-11   4.5000306242337334E-10   4.6189496425501013E-11   9.0617793560680467E-10   3.4611438662015353E-11   2.3674833830360227E-08   1.2432945452907545E-07   7.3913793238365841E-09
  3.7256757690220930E-14   3.5155233180567798E-15   3.2847659509558023E-15   1.7851315132298916E-15   1.8206327420342964E-15   7.6887743383158183E-14   1.8175894597508083E-13   1.0418849406219535E-12   7.5409437408244755E-15   2.7667783744382667E-12   3.4948790283615616E-11   9.1363985144772000E-15   6.2121889022536432E-11   6.2370832314922270E-12   3.2490296575258787E-13   1.2912398571530034E-11   1.0500722690105159E-11   4.3697694143603764E-13   3.5234708846740976E-12   7.9351710983884452E-12   7.9028523365459711E-13   9.7890284188334387E-15   8.7116233349572788E-15   1.7826539684339856E-15   4.0835690482094902E-11   6.8805873377642150E-09   3.1530576565306377E-10   1.6380081532600355E-11   2.4950395287043864E-11   8.7252128292968401E-09   2.2634232438466513E-11   8.8148764603318977E-11   5.9518564062439863E-10   1.3593543192284630E-10   6.4553539229939039E-09   3.3917088751947680E-11   1.0126090484434311E-10   5.7951829951362168E-11   1.4692458162061023E-09   4.0671496498624646E-11   4.4612473205998728E-12   1.2543303046733208E-11   9.4972857216919536E-08   1.3977333432789599E-08   1.4592165905817233E-11   2.4674147779124230E-11   1.7079905110624328E-10   9.9121958223572527E-10   3.4489221461820031E-09   4.6804878640367100E-11   2.6248974914427383E-11   1.1106314037206212E-11   5.9119468432925008E-11   7.5751549879943678E-11   6.0441220879306154E-09   2.4096382334095199E-09   4.3996982197534302E-12   8.5098375868996397E-10   3.9073489334157430E-11   4.0710025933942544E-10   1.4701221500939301E-10   1.1806503381168719E-08   1.4610482488554072E-10   1.3787506674231832E-07   1.1187551684224884E-06   4.2374943936261091E-08
  5.0942448384134757E-15   1.7450799682793918E-15   9.5826830540949296E-15   7.5035416635476962E-15   1.3387442468602422E-15   2.3498787479587702E-14   5.8889370446064089E-14   4.3042942376162383E-14   1.6352988854635467E-15   1.8135103090610422E-13   3.0577794945181661E-13   3.5220288022902979E-14   1.7346154868163388E-12   1.0947649810452868E-13   4.7678813850870494E-14   5.7838982281150226E-13   1.1185560262983514E-12   1.8889306695193810E-13   1.4321321199561831E-13   4.7688239345035640E-13   2.6383314406572364E-13   1.1133479940625561E-14   6.6805090355370915E-15   2.6193178998749629E-15   1.7758150980650646E-12   1.3215519455169319E-10   5.0810941230310803E-11   5.4233592066866021E-12   2.0910513155856729E-11   5.3506175172599358E-11   2.6231865951698288E-11   2.9871785702023345E-11   3.0743069514630847E-11   8.3803483133000272E-12   3.7100612730546437E-11   6.0899257806486642E-13   1.2940396828697570E-11   1.5931983278020387E-11   4.6483626874641740E-10   6.1912293995608726E-12   1.9593335086486538E-12   4.0414410148657632E-12   1.2877029227613239E-09   3.5356577365401946E-10   5.5548332130802477E-12   9.6551808893532184E-12   7.8075715783293141E-11   6.1010344017100249E-11   1.2693769347771421E-10   1.0858315619768665E-11   2.0784316953172484E-12   1.4622078880592380E-11   9.6850518488855107E-12   9.7321656280010941E-12   3.5713467844425111E-10   2.6201921757324216E-10   8.2907057400627058E-13   1.3764439912881902E-10   2.4387691645278895E-11   1.4837853005132550E-10   4.7652766924746789E-12   1.2377421169085891E-10   2.2133889062251075E-11   1.3905894986282214E-09   1.6099658939163658E-08   6.4667764748782535E-10
  3.3755634749849547E-14   1.4118892615189555E-15   8.8799556861837379E-15   1.0657990340385656E-14   2.6018783735939639E-14   5.3674814461788821E-13   1.3945668332002172E-12   1.2771906018639738E-13   1.4299851966792531E-13   3.4149959029243292E-11   7.2254259422204216E-10   2.8787220135366100E-14   1.8546516003690084E-08   2.8920495865964766E-12   1.2020462185543239E-13   1.8516448942119261E-11   1.0487897949387378E-10   1.8457159070074615E-13   3.2595273306183905E-12   2.3821148123580368E-13   8.0483716315508796E-12   8.2608133939332901E-15   5.7477573452319312E-14   3.0340289505647135E-14   1.3665820493916243E-10   2.9676740525099733E-10   7.6362895103460107E-10   5.0025015443550917E-10   1.1480734738623367E-10   2.3805767656776632E-08   7.1820764424531236E-11   3.8862956635760512E-10   1.2749228987339524E-07   2.8789947488012578E-09   3.4984818751958850E-07   1.4688860633729332E-10   1.3592827652483644E-09   2.5928763323047802E-10   7.5549668650034350E-08   3.8558473626567115E-10   8.8649206092933573E-12   2.0411976760580370E-10   3.1928046320484107E-07   6.4048535760780183E-09   2.9005141953723428E-11   1.7306312969491475E-10   1.9088606929653266E-09   3.7249862071359100E-08   9.3252638377512299E-09   8.2601829161126619E-10   2.6721124387684007E-11   2.8356107313374646E-11   2.1886106846020158E-10   7.4483078757272163E-10   1.5856775413641756E-08   1.2471538181803620E-07   5.5818233258990575E-11   9.8516827565149239E-08   3.3505363657775066E-10   1.1909976003937913E-08   1.5344466422911057E-10   1.6189697268082739E-08   1.5849188189450759E-10   3.7806215655465604E-07   1.8910267729001505E-06   8.7012524429350989E-08
  9.4116114383585571E-14   6.9883808284372074E-15   2.4948512073247524E-14   9.5846959116358676E-15   1.2214886932836182E-14   3.7330467768987437E-12   5.8662939400801504E-11   1.4876880802727160E-11   1.2175958597171283E-13   2.4648855451863758E-09   3.0366297990192124E-08   5.0071170211062315E-14   4.8697401038497299E-07   3.6336143854941437E-11   7.9077424542583682E-13   6.0250878266837440E-10   5.0799029339012888E-09   6.1283764681536151E-13   7.8330233308445183E-11   7.2562785646328604E-12   2.0928113203014655E-10   1.0375482467508298E-14   4.6647934567356801E-15   2.4407646263135696E-15   6.1703272456642312E-09   1.4712700632183711E-08   5.7020998938687900E-09   7.9273171541554061E-09   3.1468268155561615E-09   7.0062953614911539E-07   2.9138415041795576E-10   5.8728308646691893E-09   5.3763964380123403E-06   7.3254109187739731E-08   9.1717085018405049E-06   1.8160933685090483E-09   3.2401321611130625E-08   7.4474588195408566E-10   7.2493641115373286E-07   3.1710261261639548E-08   4.2334601336679929E-11   6.7739498562929456E-10   4.8600225080904289E-05   1.3539606037601673E-07   5.9361693632300318E-10   2.4225995032853035E-09   1.3699443394345679E-07   1.2390615558074468E-06   5.8739443496568195E-07   2.4772448380184378E-08   3.5513523059335601E-10   6.4240240578071086E-11   2.5008586887346893E-09   5.4566283750546203E-09   1.2320950219185209E-06   6.9130784060369321E-06   3.0554699317985415E-10   3.4715151018921105E-06   6.0867975289601393E-09   3.5627326357337765E-07   2.5952012446950586E-09   2.1552827972980108E-07   2.3918261139614720E-09   6.9952231101144593E-06   4.3902105942335709E-05   1.4178006319100095E-06
  3.1974284389217125E-13   3.3751951611790105E-16   1.8562147784975213E-14   2.8928766717920819E-14   2.0234199970249576E-14   2.7174353347203339E-13   4.5522314215618588E-12   4.7594347937434247E-12   3.0047510992181065E-14   1.2645607831483768E-10   5.2358028880613355E-10   1.6014749614686886E-14   1.2201044574936734E-07   2.8854048549249484E-11   3.6724519794930666E-13   1.2017202948796601E-09   5.2736900554519766E-10   5.8893604249355723E-14   1.6762789117731720E-10   1.7414486948548535E-11   3.1126132046448084E-10   1.8192766933310286E-14   1.2532507215084020E-14   1.5799183356953954E-14   3.7541613917457022E-09   2.6889431008134271E-08   2.0340722379074604E-08   3.3567720621350084E-09   4.6323465487020587E-10   1.6062911232315870E-07   1.4990800044980958E-10   1.4670674625110598E-09   1.5298131845358565E-06   4.8134625654430371E-08   1.5888004845164055E-06   1.4270935889441302E-09   6.2051081490356984E-10   8.3342205377959329E-10   1.7233172271348556E-07   3.2775221044017551E-08   5.1393014524662246E-12   1.7754759967553857E-10   7.7881149578506616E-06   1.5612655023271210E-07   2.8347497924977733E-10   8.2343935532263882E-10   1.0122436394838738E-08   2.6460174680913421E-07   3.6656868957245683E-07   1.4005815626323237E-08   2.6093124558204491E-11   6.4448858761829810E-12   6.0396914238335853E-10   4.2441733388507627E-10   4.2502111966483384E-06   3.4145852428169895E-06   1.8657791969295110E-10   1.1984013799263932E-06   1.6170794825920076E-09   2.1433150641077569E-07   2.5878455727121749E-09   2.0094831948052315E-09   1.5207438490915417E-09   4.3926806564752848E-07   3.6353877617529300E-06   1.0894632453263298E-07
  1.5782260730075243E-14   1.8275686692228881E-15   6.8348040898367351E-14   2.9383844296010417E-14   3.5942668914207756E-14   7.8695907890226031E-12   1.0200793585237167E-10   1.9876846393952082E-12   2.6730562695941891E-13   3.2679500834912647E-09   5.1219590556279981E-08   9.7569713266124134E-14   1.3056602201940365E-07   1.4289943581468966E-11   4.6622540282260611E-13   2.2024498147583439E-11   5.6902270100273683E-09   2.0438875867423892E-13   4.5523816543144688E-12   3.1381836774546532E-13   6.2503079348560689E-12   1.0531106774009819E-14   1.1418130931527084E-14   1.5078949955254693E-14   7.1981577337956890E-10   6.6155378746557140E-09   4.7150324774177798E-10   2.1127308027244673E-09   8.0921642575292856E-10   6.2223126712598832E-09   7.9322281963658339E-11   1.1239952018825644E-09   1.2071749960402275E-06   1.2406757153755406E-08   5.0402128099778850E-06   8.7368882663849523E-10   4.5774063423413804E-08   2.9454203280649736E-10   3.2358073076997814E-07   5.8777799574840032E-08   1.8025318570904837E-11   1.2132640556585404E-10   8.4903530755385209E-06   1.7218303027521764E-08   2.9550763189938587E-11   3.1323209316218975E-10   3.6950646977538130E-07   3.9757180226864937E-07   1.1018457515061639E-07   4.0248780342050165E-09   1.1475191004681933E-11   1.9615305169382892E-11   4.1657814692446003E-10   1.4113767901157012E-09   4.7759764598616716E-08   1.2783577261780849E-06   9.1424428985099631E-11   4.2448423249760475E-07   1.5745809120288160E-09   6.1687187061878859E-08   7.9709750650574460E-10   9.1492346155854109E-08   1.0239762885756658E-08   1.2524128098587866E-06   5.4229307390785454E-06   2.3845127585701395E-07
  1.6413229059796050E-15   2.0867858690882622E-18   1.1726139530200226E-16   1.7649661388254803E-16   5.5485421578257399E-17   4.2149667781154978E-15   1.1520007187503447E-14   7.2489692447506208E-14   1.8257665540516065E-15   5.7999000291853388E-14   1.4444004837908312E-11   3.4129121705539839E-16   2.5741445631089784E-11   1.0256688582818633E-12   5.5693653177836480E-16   1.1776215665463441E-12   3.1305047261143689E-12   6.3787082929205315E-16   5.8856287208822419E-14   6.8582017207068988E-14   1.6662230015571624E-13   6.5759678714202218E-16   3.4179862139803306E-16   1.8128237582778010E-18   7.9008535220298665E-12   6.4404426197833244E-10   1.0330727188877844E-11   2.0464823059668630E-11   1.5834159831702956E-12   5.4325350566388406E-10   7.8414238385836314E-12   8.2404366588478280E-12   6.5777636885790285E-11   1.4038686354355669E-10   5.6893777808691399E-09   2.4581895121729472E-12   2.1523457777018426E-14   5.6246489814247798E-12   8.3716619324805630E-10   2.1511503403681920E-11   1.9259424458213043E-13   6.6008954009927634E-13   2.4964237909812558E-08   1.3745382607757075E-10   2.7118558809016954E-13   1.9488276963563039E-12   1.2997170527350687E-11   3.8698087317671072E-10   1.9304811523638084E-11   3.3355176859896726E-11   3.5896326279445616E-14   1.1932585415945716E-12   1.2564678338837208E-11   2.0035211638386429E-11   2.5599113404102822E-10   7.8463861858982339E-11   2.4391197943927958E-13   9.0907307401605428E-10   4.9482351205340791E-13   1.0010219501541384E-10   7.8098311115437476E-12   5.6905182724516844E-10   2.4816713744460938E-12   5.1381760386044589E-09   2.5123140281496674E-08   2.3777053721748476E-09
  3.7966802282561888E-16   1.0847730875492575E-16   1.2434782529474850E-16   1.1509980190215446E-15   4.0809914050283226E-17   8.0197281179049444E-14   1.4397059759187636E-12   9.3111182806179018E-16   1.5794388734446638E-17   9.3987017141515236E-12   2.2969008671026023E-10   6.4698713172782556E-15   1.3525549009196757E-09   9.8720748500248544E-14   1.7994660987814432E-14   7.1489152922155823E-13   1.3566294251899830E-11   3.1015656123358985E-14   2.0877862234896417E-13   3.1920224114818896E-14   4.5243142640642579E-13   1.7498999595368481E-17   2.8359548458718461E-17   2.5717350450181012E-15   1.5364530001925641E-10   1.4691654822420637E-10   1.2109370215349776E-10   3.7338620981605252E-10   5.4172144224896575E-11   5.3490359634139596E-10   3.6181290800352418E-11   2.7427521034617940E-10   1.3843693204426814E-08   7.1648099160017832E-11   5.2826145349938165E-08   2.5894057285712859E-11   1.4828414103367916E-09   2.7869408067482492E-12   1.6803136368026553E-08   4.5288482302268020E-10   1.9889022400426455E-13   1.7195523653278561E-11   3.1258257523944320E-08   2.9799887096944325E-09   1.4702900458156891E-12   6.6945407448922580E-11   3.9230164620229661E-09   4.8918484895338952E-09   2.4351585999901657E-09   1.4213280453886226E-10   8.5908880120324842E-12   4.0075086145581829E-13   1.2522267229782465E-10   3.9705178119677815E-10   1.3575541785914831E-10   8.5208040425183319E-09   1.6540070044605511E-11   2.6330614669317444E-10   1.9421782227769244E-10   1.2374346495044820E-09   2.5282207995601257E-10   4.2363732852486538E-08   2.0692827288130672E-10   5.1961993443145716E-07   1.7428736317397414E-06   1.1558228229644360E-07
  2.5329335793843697E-16   1.9919791663724767E-16   2.3027002190576908E-17   1.8272184047161071E-15   5.3392404312911607E-17   1.5825957856856357E-14   6.0522930111263422E-14   4.4116315879644525E-15   6.6674499011835916E-16   3.2639217019454681E-12   5.9040226560906170E-11   2.2733525499530092E-15   1.3405399081109981E-09   1.3517786350559673E-13   4.0251713680773776E-15   7.3132870195249434E-13   1.0986063251994146E-11   2.1639728474861958E-14   1.7918858805599433E-13   1.6241081089446136E-14   3.0291358698597548E-13   4.4452655328904593E-17   1.2567698733760201E-15   1.3452207242709429E-17   7.8644409624535455E-12   1.0353468732556530E-12   9.9479936663992073E-11   1.1010148185995966E-11   1.3749153289714066E-11   3.2432880439466609E-09   9.6602264478705353E-13   2.7409189570867655E-11   8.2899437438627843E-09   1.7374500025058462E-10   3.2685122493061436E-08   3.1435676222917989E-12   1.7135010477052568E-10   5.3713743908893060E-12   2.1555455127974307E-09   5.7484584730111635E-11   6.4067693495695216E-13   2.2351604807384934E-12   9.0374076830520315E-09   3.7013630006018684E-10   1.7702762014653181E-11   1.5408154021057788E-11   1.2637000839907094E-10   2.4588675096012602E-09   7.1337699574077511E-10   6.1702775973683847E-11   1.0022770593174617E-12   3.7630465068765894E-13   3.3389744178375083E-11   2.0980964102060593E-11   7.9758959998327587E-10   7.1638091870119616E-09   1.4826743665529801E-12   7.3283804186686037E-09   8.0122513198454368E-11   9.4775739129547982E-10   1.2145009012160268E-12   1.6379127276964696E-09   3.3361584717851750E-13   3.4564531774694876E-08   1.4908299855253034E-07   1.0040016301481349E-08
